team_id,title,id,match_index,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_att,ppda_def,ppda_allowed_att,ppda_allowed_def
143,Atletico Madrid,143,6,h,2.79075,1.02797,2.04748,1.02797,8,5,5,2,2.5561000000000003,w,2025-09-27 14:15:00,1,0,0,3,1.0195100000000001,287,20,161,17
143,Atletico Madrid,143,7,a,0.710823,2.27285,0.710823,2.27285,3,12,1,1,0.2403,d,2025-10-05 19:00:00,0,1,0,1,-1.562027,314,16,289,24
145,Rayo Vallecano,145,0,a,3.25355,0.795304,2.51027,0.795304,4,1,3,1,2.8498,w,2025-08-15 17:00:00,1,0,0,3,1.7149659999999998,218,30,288,12
145,Rayo Vallecano,145,1,a,0.493587,1.68759,0.493587,0.944308,0,7,0,1,0.37150000000000005,l,2025-08-25 17:30:00,0,0,1,0,-0.45072100000000004,185,18,322,25
145,Rayo Vallecano,145,2,h,1.87124,2.35774,1.87124,1.61447,3,4,1,1,1.008,d,2025-08-31 19:30:00,0,1,0,1,0.25676999999999994,257,32,168,20
145,Rayo Vallecano,145,3,a,0.979149,1.4012,0.979149,1.4012,8,0,0,2,0.9709999999999999,l,2025-09-14 16:30:00,0,0,1,0,-0.42205099999999995,153,14,293,13
145,Rayo Vallecano,145,4,h,1.3145,1.28175,1.3145,1.28175,7,10,1,1,1.3601,d,2025-09-21 12:00:00,0,1,0,1,0.03275000000000006,211,17,286,14
145,Rayo Vallecano,145,5,a,1.61988,4.95017,1.61988,4.95017,2,12,2,3,0.09589999999999999,l,2025-09-24 19:30:00,0,0,1,0,-3.3302899999999998,304,21,230,24
145,Rayo Vallecano,145,6,h,1.89093,0.579597,1.89093,0.579597,8,6,0,1,2.3784,l,2025-09-28 12:00:00,0,0,1,0,1.3113329999999999,153,15,302,21
145,Rayo Vallecano,145,7,a,0.684504,0.768998,0.684504,0.768998,2,6,1,0,1.2502,w,2025-10-05 16:30:00,1,0,0,3,-0.08449399999999996,246,27,262,20
